"","orderkey","seasonkey","seasonid","season","window","year","date","julian_date","trap_type","ear_tag_id","sex","radio_collar","weight","w_collar","status","age","vulva","breeding_status","date_death","notes"
"184",184,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","870","F",NA,134.2,NA,NA,NA,0,NA,NA,NA
"185",185,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"oSh","1039","F",NA,157.5,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"186",186,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","994","F",NA,120.9,NA,NA,NA,0,NA,NA,"S1-I1"
"187",187,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1052","M",NA,139.6,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"188",188,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","972","F",NA,124.3,NA,NA,NA,0,NA,NA,NA
"189",189,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1028","M",NA,NA,190.3,NA,NA,NA,NA,NA,NA
"190",190,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","906","M","164.216",184.2,NA,NA,NA,NA,NA,NA,"F endoparásitos, se pone collar"
"191",191,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","917","M",NA,155.3,NA,NA,NA,NA,NA,NA,NA
"192",192,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","986","F","164.445",171.1,NA,NA,NA,0,NA,NA,"se pone collar"
"193",193,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"oSh","2161","M",NA,NA,188.5,NA,NA,NA,NA,NA,NA
"194",194,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","325","F",NA,NA,178.3,NA,NA,0,NA,NA,NA
"195",195,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"oSh","1062","F",NA,112.2,NA,NA,NA,0,NA,NA,NA
"196",196,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1259","F",NA,151.2,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"197",197,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1030","M",NA,164.3,NA,NA,NA,NA,NA,NA,"F-E"
"198",198,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1040","M",NA,112.6,NA,NA,NA,NA,NA,NA,NA
"199",199,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1043","F",NA,152,NA,NA,NA,0,NA,NA,"F-E"
"200",200,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1048","M",NA,165.1,NA,NA,NA,NA,NA,NA,NA
"201",201,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","878","M",NA,140.6,NA,NA,NA,NA,NA,NA,NA
"202",202,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","324","F",NA,148.1,NA,NA,NA,0,NA,NA,NA
"203",203,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1013","F",NA,128,NA,NA,NA,0,NA,NA,NA
"204",204,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1015","F",NA,155.3,NA,NA,NA,0,NA,NA,NA
"205",205,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1194","F",NA,115.7,NA,NA,NA,0,NA,NA,"F endoparásitos"
"206",206,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1032","M",NA,173.8,NA,"new",NA,NA,NA,NA,NA
"207",207,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1025","M",NA,141.9,NA,NA,NA,NA,NA,NA,NA
"208",208,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1066","F",NA,NA,180.7,NA,NA,0,NA,NA,NA
"209",209,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","0252","F",NA,NA,195.6,NA,NA,0,NA,NA,NA
"210",210,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1082","F",NA,115.9,NA,NA,NA,0,NA,NA,NA
"211",211,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","939","M","164.476",194.7,NA,NA,NA,NA,NA,NA,"se pone collar"
"212",212,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1144","F",NA,131.6,NA,NA,NA,0,NA,NA,NA
"213",213,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","4144","F",NA,NA,195.9,NA,NA,0,NA,NA,NA
"214",214,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","984","F",NA,156.7,NA,NA,NA,0,NA,NA,"E"
"215",215,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"oSh","1074","M",NA,161.5,NA,NA,NA,NA,NA,NA,NA
"216",216,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","325","F",NA,NA,173.2,NA,NA,0,NA,NA,NA
"217",217,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"oSh","974","F",NA,NA,177.7,NA,NA,0,NA,NA,NA
"218",218,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","861","F",NA,138.2,NA,NA,NA,0,NA,NA,"F-E"
"219",219,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","983","M",NA,125.3,NA,NA,NA,NA,NA,NA,NA
"220",220,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1077","F",NA,155.2,NA,NA,NA,0,NA,NA,NA
"221",221,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1009","M",NA,137.1,NA,NA,NA,NA,NA,NA,NA
"222",222,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1027","F",NA,139.8,NA,NA,NA,0,NA,NA,NA
"223",223,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1033","F",NA,160.8,NA,NA,NA,0,NA,NA,NA
"224",224,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1034","M",NA,130.8,NA,"new",NA,NA,NA,NA,NA
"225",225,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","870","F",NA,127.3,NA,NA,NA,0,NA,NA,NA
"226",226,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1031","F",NA,144.4,NA,NA,NA,0,NA,NA,"F-E"
"227",227,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","989","F",NA,153.9,NA,NA,NA,0,NA,NA,"F cortisol - E"
"228",228,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1029","M","164.155",188.8,NA,NA,NA,NA,NA,NA,"F-E se pone collar"
"229",229,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","945","M",NA,NA,177.6,NA,NA,NA,NA,NA,"nunca mas cae, no se retira collar 164.395"
"230",230,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","0255","F","164.096",215,NA,NA,NA,0,NA,NA,"F-E, se pone collar, 19/05 collar se encuentra botado, se reasigna a H 4325"
"231",231,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1028","M",NA,NA,181.9,NA,NA,NA,NA,NA,NA
"232",232,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"oSh","866","M",NA,98.1,NA,NA,NA,NA,NA,NA,NA
"233",233,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","906","M",NA,NA,187.3,NA,NA,NA,NA,NA,"se retira collar 164.216 22/06/2009 en trampeo extra por collar 1-82"
"234",234,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","917","M",NA,152.2,NA,NA,NA,NA,NA,NA,NA
"235",235,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","986","F",NA,NA,171.2,NA,NA,0,NA,NA,NA
"236",236,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1030","M",NA,158.2,NA,NA,NA,NA,NA,NA,NA
"237",237,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1040","M",NA,107.2,NA,NA,NA,NA,NA,NA,"herida infectada en oreja"
"238",238,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1043","F",NA,141.5,NA,NA,NA,0,NA,NA,NA
"239",239,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1048","M",NA,163.7,NA,NA,NA,NA,NA,NA,NA
"240",240,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1194","F",NA,111.2,NA,NA,NA,0,NA,NA,NA
"241",241,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","324","F",NA,143.2,NA,NA,NA,0,NA,NA,NA
"242",242,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","878","M",NA,135.2,NA,NA,NA,NA,NA,NA,NA
"243",243,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","929","F",NA,112.7,NA,NA,NA,0,NA,NA,"F cortisol - E"
"244",244,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","987","M",NA,154.3,NA,NA,NA,NA,NA,NA,NA
"245",245,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1011","F",NA,131.2,NA,NA,NA,0,NA,NA,NA
"246",246,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1013","F",NA,122.7,NA,NA,NA,0,NA,NA,NA
"247",247,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1067","M",NA,132.1,NA,NA,NA,NA,NA,NA,NA
"248",248,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","972","F",NA,115.8,NA,NA,NA,0,NA,NA,NA
"249",249,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1015","F",NA,153.1,NA,NA,NA,0,NA,NA,NA
"250",250,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1082","F",NA,113,NA,NA,NA,0,NA,NA,NA
"251",251,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","939","M",NA,NA,196.1,NA,NA,NA,NA,NA,NA
"252",252,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","0252","F",NA,NA,186.7,NA,NA,0,NA,NA,NA
"253",253,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1066","F",NA,NA,169.1,NA,NA,0,NA,NA,NA
"254",254,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","1144","F",NA,130.4,NA,NA,NA,0,NA,NA,NA
"255",255,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","0130","F",NA,NA,170,NA,NA,0,NA,NA,NA
"256",256,NA,"fall_NA_2009","fall",NA,2009,"2009-05-12",132,"T","883","F","164.176",173,NA,NA,NA,0,NA,NA,"se pone collar"
"257",257,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1101","F",NA,201.1,NA,"new",NA,0,NA,NA,NA
"258",258,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1079","F",NA,148.7,NA,NA,NA,0,NA,NA,"F cortisol - E"
"259",259,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","24","F",NA,158.8,NA,NA,NA,0,NA,NA,"F cortisol, endoparásitos incompleto - E"
"260",260,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","984","F",NA,166,NA,NA,NA,0,NA,NA,"F cortisol, endoparásitos incompleto"
"261",261,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1049","M",NA,NA,231.3,NA,NA,NA,NA,NA,NA
"262",262,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","974","F",NA,NA,186.3,NA,NA,0,NA,NA,NA
"263",263,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1021","F",NA,127.4,NA,NA,NA,0,NA,NA,NA
"264",264,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"oSh","1073","F",NA,NA,200.9,NA,NA,0,NA,NA,NA
"265",265,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","2161","M",NA,NA,204.9,NA,NA,NA,NA,NA,NA
"266",266,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1009","M",NA,145.2,NA,NA,NA,NA,NA,NA,NA
"267",267,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1074","M",NA,178.8,NA,NA,NA,NA,NA,NA,NA
"268",268,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1041","F","150.851",200,NA,NA,NA,0,NA,NA,"se pone collar"
"269",269,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","972","F",NA,134.7,NA,NA,NA,0,NA,NA,NA
"270",270,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","870","F",NA,134.5,NA,NA,NA,0,NA,NA,NA
"271",271,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","879","M",NA,137,NA,NA,NA,NA,NA,NA,NA
"272",272,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1039","F",NA,157.9,NA,NA,NA,0,NA,NA,NA
"273",273,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","989","F",NA,160.6,NA,NA,NA,0,NA,NA,"F endoparásitos"
"274",274,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"oSh","1052","M",NA,151.2,NA,NA,NA,NA,NA,NA,NA
"275",275,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1259","F",NA,168,NA,NA,NA,0,NA,NA,NA
"276",276,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1029","M",NA,NA,216.2,NA,NA,NA,NA,NA,NA
"277",277,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","987","M","151.116",171,NA,NA,NA,NA,NA,NA,"se pone collar"
"278",278,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","860","F",NA,162.6,NA,NA,NA,0,NA,NA,"F-E"
"279",279,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1030","M",NA,176.2,NA,NA,NA,NA,NA,NA,NA
"280",280,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1043","F",NA,155.3,NA,NA,NA,0,NA,NA,NA
"281",281,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","878","M",NA,148.2,NA,NA,NA,NA,NA,NA,NA
"282",282,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1013","F",NA,129.2,NA,NA,NA,0,NA,NA,NA
"283",283,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1011","F",NA,138.5,NA,NA,NA,0,NA,NA,NA
"284",284,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1015","F",NA,169.7,NA,NA,NA,0,NA,NA,NA
"285",285,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1082","F",NA,122.6,NA,NA,NA,0,NA,NA,NA
"286",286,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","939","M",NA,NA,214,NA,NA,NA,NA,NA,NA
"287",287,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","0252","F",NA,NA,209.1,NA,NA,0,NA,NA,NA
"288",288,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","1144","F",NA,141.2,NA,NA,NA,0,NA,NA,NA
"289",289,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","0130","F",NA,NA,185.6,NA,NA,0,NA,NA,NA
"290",290,NA,"fall_NA_2009","fall",NA,2009,"2009-05-14",134,"T","883","F",NA,NA,194.4,NA,NA,0,NA,NA,NA
"291",291,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","2161","M",NA,NA,198.2,NA,NA,NA,NA,NA,NA
"292",292,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","0221","F",NA,NA,225.5,NA,NA,0,NA,NA,NA
"293",293,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1071","F",NA,151.4,NA,NA,NA,0,NA,NA,NA
"294",294,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","25","F",NA,160.7,NA,NA,NA,0,NA,NA,NA
"295",295,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","881","M",NA,170.7,NA,NA,NA,NA,NA,NA,NA
"296",296,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","861","F",NA,152.6,NA,NA,NA,0,NA,NA,NA
"297",297,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","870","F",NA,132.3,NA,NA,NA,0,NA,NA,NA
"298",298,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","879","M",NA,140.1,NA,NA,NA,NA,NA,NA,NA
"299",299,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","860","F",NA,161.1,NA,NA,NA,0,NA,NA,NA
"300",300,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","4144","F",NA,NA,211,NA,NA,0,NA,NA,NA
"301",301,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"oSh","325","F",NA,NA,182,NA,NA,0,NA,NA,NA
"302",302,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1029","M",NA,NA,210,NA,NA,NA,NA,NA,NA
"303",303,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","866","M",NA,116.4,NA,NA,NA,NA,NA,NA,NA
"304",304,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1052","M",NA,147.7,NA,NA,NA,NA,NA,NA,NA
"305",305,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1043","F",NA,156.6,NA,NA,NA,0,NA,NA,NA
"306",306,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1030","M",NA,182.2,NA,NA,NA,NA,NA,NA,NA
"307",307,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1067","M",NA,145.2,NA,NA,NA,NA,NA,NA,NA
"308",308,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1194","F",NA,122.1,NA,NA,NA,0,NA,NA,NA
"309",309,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1011","F",NA,142,NA,NA,NA,0,NA,NA,NA
"310",310,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1013","F",NA,129.8,NA,NA,NA,0,NA,NA,NA
"311",311,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1015","F",NA,173.8,NA,NA,NA,0,NA,NA,NA
"312",312,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1048","M",NA,179.5,NA,NA,NA,NA,NA,NA,NA
"313",313,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","0252","F",NA,NA,214.5,NA,NA,0,NA,NA,NA
"314",314,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","939","M",NA,NA,209.3,NA,NA,NA,NA,NA,NA
"315",315,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1066","F",NA,NA,190.1,NA,NA,0,NA,NA,NA
"316",316,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","972","F",NA,134.3,NA,NA,NA,0,NA,NA,NA
"317",317,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1082","F",NA,127,NA,NA,NA,0,NA,NA,NA
"318",318,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","0130","F",NA,NA,190.4,NA,NA,0,NA,NA,NA
"319",319,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1009","M",NA,148.8,NA,NA,NA,NA,NA,NA,NA
"320",320,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1034","M",NA,141.1,NA,NA,NA,NA,NA,NA,"F-E"
"321",321,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1102","M",NA,186.8,NA,"new",NA,NA,NA,NA,NA
"322",322,NA,"fall_NA_2009","fall",NA,2009,"2009-05-15",135,"T","1144","F",NA,144.9,NA,NA,NA,0,NA,NA,NA
"323",323,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","1071","F",NA,151.6,NA,NA,NA,0,NA,NA,NA
"324",324,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","0221","F",NA,NA,226.9,NA,NA,0,NA,NA,NA
"325",325,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","4144","F",NA,NA,214.3,NA,NA,0,NA,NA,NA
"326",326,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","1009","M",NA,149.2,NA,NA,NA,NA,NA,NA,NA
"327",327,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","1027","F",NA,152.5,NA,NA,NA,0,NA,NA,NA
"328",328,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","1033","F",NA,173.5,NA,NA,NA,0,NA,NA,"F-E"
"329",329,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","879","M",NA,134.4,NA,NA,NA,NA,NA,NA,NA
"330",330,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","1031","F",NA,153.8,NA,NA,NA,0,NA,NA,NA
"331",331,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","870","F",NA,131.1,NA,NA,NA,0,NA,NA,NA
"332",332,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","1028","M",NA,NA,187.7,NA,NA,NA,NA,NA,NA
"333",333,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","866","M",NA,115,NA,NA,NA,NA,NA,NA,NA
"334",334,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","1030","M",NA,179,NA,NA,NA,NA,NA,NA,NA
"335",335,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","1043","F",NA,154.1,NA,NA,NA,0,NA,NA,NA
"336",336,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","878","M",NA,153.3,NA,NA,NA,NA,NA,NA,NA
"337",337,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","324","F",NA,164.5,NA,NA,NA,0,NA,NA,NA
"338",338,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","987","M",NA,166.5,NA,NA,NA,NA,NA,NA,NA
"339",339,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","1013","F",NA,128,NA,NA,NA,0,NA,NA,NA
"340",340,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","1194","F",NA,122,NA,NA,NA,0,NA,NA,NA
"341",341,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","1011","F",NA,142.8,NA,NA,NA,0,NA,NA,NA
"342",342,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","1066","F",NA,NA,188.6,NA,NA,0,NA,NA,NA
"343",343,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","1082","F",NA,127.2,NA,NA,NA,0,NA,NA,NA
"344",344,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","1034","M",NA,142.9,NA,NA,NA,NA,NA,NA,NA
"345",345,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","0252","F",NA,NA,206.9,NA,NA,0,NA,NA,NA
"346",346,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","0130","F",NA,NA,186,NA,NA,0,NA,NA,NA
"347",347,NA,"fall_NA_2009","fall",NA,2009,"2009-05-16",136,"T","1102","M",NA,189.9,NA,NA,NA,NA,NA,NA,NA
"348",348,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","999","M",NA,173.5,NA,NA,NA,NA,NA,NA,NA
"349",349,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","25","F",NA,158.5,NA,NA,NA,0,NA,NA,NA
"350",350,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","1096","M",NA,NA,194.7,NA,NA,NA,NA,NA,"se retira collar malo 164.115"
"351",351,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","1104","M",NA,176.3,NA,"new",NA,NA,NA,NA,NA
"352",352,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","1021","F",NA,125.5,NA,NA,NA,0,NA,NA,NA
"353",353,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","1106","M",NA,191.4,NA,"new",NA,NA,NA,NA,NA
"354",354,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","881","M",NA,172.3,NA,NA,NA,NA,NA,NA,NA
"355",355,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","1009","M",NA,148.8,NA,NA,NA,NA,NA,NA,NA
"356",356,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"oSh","1025","M",NA,164.7,NA,NA,NA,NA,NA,NA,NA
"357",357,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","1034","M",NA,140.9,NA,NA,NA,NA,NA,NA,NA
"358",358,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","934","M",NA,NA,218.6,NA,NA,NA,NA,NA,NA
"359",359,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","1089","M",NA,149.1,NA,NA,NA,NA,NA,NA,NA
"360",360,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","879","M",NA,133.3,NA,NA,NA,NA,NA,NA,NA
"361",361,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","1039","F",NA,159.8,NA,NA,NA,0,NA,NA,NA
"362",362,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","860","F",NA,161.1,NA,NA,NA,0,NA,NA,NA
"363",363,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","1062","F",NA,129.2,NA,NA,NA,0,NA,NA,"F-E"
"364",364,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","1105","M",NA,182.3,NA,"new",NA,NA,NA,NA,NA
"365",365,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","4144","F",NA,NA,212.8,NA,NA,0,NA,NA,NA
"366",366,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","870","F",NA,131.2,NA,NA,NA,0,NA,NA,NA
"367",367,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","1028","M",NA,NA,188.5,NA,NA,NA,NA,NA,NA
"368",368,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","986","F",NA,NA,185.1,NA,NA,0,NA,NA,"se retira collar malo 164.445"
"369",369,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","2161","M",NA,NA,190.3,NA,NA,NA,NA,NA,"21/05 collar se encuentra botado, se reasigna a M 987"
"370",370,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","970","F",NA,172.4,NA,NA,NA,0,NA,NA,"F completa endoparásitos"
"371",371,NA,"fall_NA_2009","fall",NA,2009,"2009-05-17",137,"T","1030","M",NA,174,NA,NA,NA,NA,NA,NA,NA
