"","Phi","p","f","model","npar","AICc","DeltaAICc","weight","Deviance"
"357","~season2 * sex","~year2 * season2","~year2 + season2 * sex","Phi(~season2 * sex)p(~year2 * season2)f(~year2 + season2 * sex)",40,17512.2234357035,72.5206970464933,0,657.06602
"676","~year2 + season2 + sex","~season2","~year2 + season2 + sex","Phi(~year2 + season2 + sex)p(~season2)f(~year2 + season2 + sex)",28,17512.9435990353,73.2408603782897,0,682.28867
"363","~season2 * sex","~year2 * season2 + sex","~year2 + season2 + sex","Phi(~season2 * sex)p(~year2 * season2 + sex)f(~year2 + season2 + sex)",40,17514.7204357035,75.0176970464927,0,659.56316
"233","~season2 + sex","~time","~year2 + season2 * sex","Phi(~season2 + sex)p(~time)f(~year2 + season2 * sex)",39,17514.768738657,75.0660000000025,0,661.65983
"356","~season2 * sex","~year2 * season2","~year2 + season2 + sex","Phi(~season2 * sex)p(~year2 * season2)f(~year2 + season2 + sex)",39,17514.834738657,75.1320000000014,0,661.72563
"698","~year2 + season2 + sex","~sex","~season2 * sex","Phi(~year2 + season2 + sex)p(~sex)f(~season2 * sex)",19,17515.080502706,75.3777640489643,0,702.68683
"247","~season2 + sex","~year2","~year2 + season2 * sex","Phi(~season2 + sex)p(~year2)f(~year2 + season2 * sex)",28,17515.2075990353,75.5048603782889,0,684.55282
"675","~year2 + season2 + sex","~season2","~year2 + season2","Phi(~year2 + season2 + sex)p(~season2)f(~year2 + season2)",27,17515.7346962025,76.0319575455433,0,687.11425
"814","~year2 + season2 * sex","~sex","~season2 * sex","Phi(~year2 + season2 * sex)p(~sex)f(~season2 * sex)",20,17515.7926315789,76.089892921962,0,701.3752
"685","~year2 + season2 + sex","~season2 + sex","~season2 * sex","Phi(~year2 + season2 + sex)p(~season2 + sex)f(~season2 * sex)",20,17516.8856315789,77.1828929219628,0,702.46834
"739","~year2 + season2 + sex","~year2 + sex","~season2 + sex","Phi(~year2 + season2 + sex)p(~year2 + sex)f(~season2 + sex)",28,17517.0115990353,77.308860378289,0,686.35672
"775","~year2 + season2 * sex","~1","~season2 * sex","Phi(~year2 + season2 * sex)p(~1)f(~season2 * sex)",19,17517.064502706,77.3617640489647,0,704.67087
"801","~year2 + season2 * sex","~season2 + sex","~season2 * sex","Phi(~year2 + season2 * sex)p(~season2 + sex)f(~season2 * sex)",21,17517.6709783393,77.9682396823628,0,701.22804
"791","~year2 + season2 * sex","~season2","~year2 + season2","Phi(~year2 + season2 * sex)p(~season2)f(~year2 + season2)",28,17517.7695990353,78.0668603782869,0,687.11467
"788","~year2 + season2 * sex","~season2","~season2 * sex","Phi(~year2 + season2 * sex)p(~season2)f(~season2 * sex)",20,17518.9206315789,79.2178929219626,0,704.5034
"565","~year2 + season2","~season2","~year2 + season2 + sex","Phi(~year2 + season2)p(~season2)f(~year2 + season2 + sex)",27,17518.9676962025,79.2649575455434,0,690.34741
"738","~year2 + season2 + sex","~year2 + sex","~season2","Phi(~year2 + season2 + sex)p(~year2 + sex)f(~season2)",27,17519.8636962025,80.1609575455441,0,691.2433
"659","~year2 + season2 + sex","~1","~season2 * sex","Phi(~year2 + season2 + sex)p(~1)f(~season2 * sex)",18,17521.4825906222,81.7798519651951,0,711.11219
"633","~year2 + season2","~year2 * season2","~season2 + sex","Phi(~year2 + season2)p(~year2 * season2)f(~season2 + sex)",37,17521.4930604595,81.7903218025058,0,672.47778
"348","~season2 * sex","~year2 + sex","~year2 + season2 + sex","Phi(~season2 * sex)p(~year2 + sex)f(~year2 + season2 + sex)",29,17522.8887285887,83.1859899316769,0,690.19886
"140","~season2","~time + sex","~year2 + season2 * sex","Phi(~season2)p(~time + sex)f(~year2 + season2 * sex)",39,17523.263738657,83.5610000000015,0,670.15523
"174","~season2","~year2 * season2 + sex","~year2 + season2 * sex","Phi(~season2)p(~year2 * season2 + sex)f(~year2 + season2 * sex)",39,17523.263738657,83.5610000000015,0,670.15523
"672","~year2 + season2 + sex","~season2","~season2 * sex","Phi(~year2 + season2 + sex)p(~season2)f(~season2 * sex)",19,17523.486502706,83.783764048967,0,711.09278
"606","~year2 + season2","~time + sex","~season2 * sex","Phi(~year2 + season2)p(~time + sex)f(~season2 * sex)",39,17524.964738657,85.2620000000024,0,671.85627
"646","~year2 + season2","~year2 * season2 + sex","~season2 * sex","Phi(~year2 + season2)p(~year2 * season2 + sex)f(~season2 * sex)",39,17524.964738657,85.2620000000024,0,671.85627
"240","~season2 + sex","~time + sex","~year2 + season2 + sex","Phi(~season2 + sex)p(~time + sex)f(~year2 + season2 + sex)",39,17524.988738657,85.2860000000001,0,671.87953
"235","~season2 + sex","~time","~year2 * season2 + sex","Phi(~season2 + sex)p(~time)f(~year2 * season2 + sex)",47,17525.3701018799,85.6673632229431,0,655.83724
"268","~season2 + sex","~year2 * season2","~year2 * season2 + sex","Phi(~season2 + sex)p(~year2 * season2)f(~year2 * season2 + sex)",47,17525.3701018799,85.6673632229431,0,655.83712
"564","~year2 + season2","~season2","~year2 + season2","Phi(~year2 + season2)p(~season2)f(~year2 + season2)",26,17526.0210189816,86.3182803246382,0,699.43282
"273","~season2 + sex","~year2 * season2 + sex","~year2 + season2 + sex","Phi(~season2 + sex)p(~year2 * season2 + sex)f(~year2 + season2 + sex)",39,17526.148738657,86.4460000000036,0,673.03953
"177","~season2","~year2 * season2 + sex","~year2 * season2 + sex","Phi(~season2)p(~year2 * season2 + sex)f(~year2 * season2 + sex)",47,17526.5711018799,86.868363222944,0,657.03796
"697","~year2 + season2 + sex","~sex","~season2 + sex","Phi(~year2 + season2 + sex)p(~sex)f(~season2 + sex)",18,17527.5005906222,87.7978519651952,0,717.12976
"254","~season2 + sex","~year2 + sex","~year2 + season2 + sex","Phi(~season2 + sex)p(~year2 + sex)f(~year2 + season2 + sex)",28,17527.7995990353,88.0968603782894,0,697.14477
"813","~year2 + season2 * sex","~sex","~season2 + sex","Phi(~year2 + season2 * sex)p(~sex)f(~season2 + sex)",19,17527.802502706,88.0997640489659,0,715.40856
"265","~season2 + sex","~year2 * season2","~year2 + season2 + sex","Phi(~season2 + sex)p(~year2 * season2)f(~year2 + season2 + sex)",38,17528.2582806169,88.5555419598895,0,677.19725
"597","~year2 + season2","~time","~season2 * sex","Phi(~year2 + season2)p(~time)f(~season2 * sex)",38,17528.4192806169,88.7165419598896,0,677.35757
"634","~year2 + season2","~year2 * season2","~season2 * sex","Phi(~year2 + season2)p(~year2 * season2)f(~season2 * sex)",38,17528.4192806169,88.7165419598896,0,677.35757
"153","~season2","~year2 + sex","~year2 + season2 * sex","Phi(~season2)p(~year2 + sex)f(~year2 + season2 * sex)",28,17528.8335990353,89.1308603782891,0,698.17941
"243","~season2 + sex","~time + sex","~year2 * season2","Phi(~season2 + sex)p(~time + sex)f(~year2 * season2)",47,17528.9691018799,89.2663632229414,0,659.43586
"276","~season2 + sex","~year2 * season2 + sex","~year2 * season2 + sex","Phi(~season2 + sex)p(~year2 * season2 + sex)f(~year2 * season2 + sex)",48,17529.0727515924,89.3700129353711,0,657.48096
"342","~season2 * sex","~year2","~year2 + season2 + sex","Phi(~season2 * sex)p(~year2)f(~year2 + season2 + sex)",28,17530.0925990353,90.3898603782873,0,699.43765
"684","~year2 + season2 + sex","~season2 + sex","~season2 + sex","Phi(~year2 + season2 + sex)p(~season2 + sex)f(~season2 + sex)",19,17531.6125027059,91.9097640489636,0,719.21913
"587","~year2 + season2","~sex","~season2 * sex","Phi(~year2 + season2)p(~sex)f(~season2 * sex)",18,17531.9485906222,92.2458519651955,0,721.57778
"812","~year2 + season2 * sex","~sex","~season2","Phi(~year2 + season2 * sex)p(~sex)f(~season2)",18,17532.6565906222,92.9538519651978,0,722.28577
"173","~season2","~year2 * season2 + sex","~year2 + season2 + sex","Phi(~season2)p(~year2 * season2 + sex)f(~year2 + season2 + sex)",38,17533.2212806169,93.5185419598893,0,682.16015
"272","~season2 + sex","~year2 * season2 + sex","~year2 + season2","Phi(~season2 + sex)p(~year2 * season2 + sex)f(~year2 + season2)",38,17533.3862806169,93.6835419598901,0,682.3246
"800","~year2 + season2 * sex","~season2 + sex","~season2 + sex","Phi(~year2 + season2 * sex)p(~season2 + sex)f(~season2 + sex)",20,17533.6336315789,93.9308929219624,0,719.21619
"574","~year2 + season2","~season2 + sex","~season2 * sex","Phi(~year2 + season2)p(~season2 + sex)f(~season2 * sex)",19,17533.732502706,94.0297640489662,0,721.33937
"586","~year2 + season2","~sex","~season2 + sex","Phi(~year2 + season2)p(~sex)f(~season2 + sex)",17,17533.9938942308,94.2911555737846,0,725.64458
"258","~season2 + sex","~year2 + sex","~year2 * season2 + sex","Phi(~season2 + sex)p(~year2 + sex)f(~year2 * season2 + sex)",37,17534.6620604595,94.9593218025075,0,685.64737
"683","~year2 + season2 + sex","~season2 + sex","~season2","Phi(~year2 + season2 + sex)p(~season2 + sex)f(~season2)",18,17535.6005906222,95.8978519651973,0,725.22981
"351","~season2 * sex","~year2 + sex","~year2 * season2 + sex","Phi(~season2 * sex)p(~year2 + sex)f(~year2 * season2 + sex)",38,17535.6952806169,95.9925419598876,0,684.63417
"163","~season2","~year2 * season2","~year2 + season2 * sex","Phi(~season2)p(~year2 * season2)f(~year2 + season2 * sex)",38,17535.9422806169,96.239541959887,0,684.88143
"257","~season2 + sex","~year2 + sex","~year2 * season2","Phi(~season2 + sex)p(~year2 + sex)f(~year2 * season2)",36,17536.1120770626,96.4093384055705,0,689.14194
"774","~year2 + season2 * sex","~1","~season2 + sex","Phi(~year2 + season2 * sex)p(~1)f(~season2 + sex)",18,17537.5105906222,97.8078519651972,0,727.14019
"799","~year2 + season2 * sex","~season2 + sex","~season2","Phi(~year2 + season2 * sex)p(~season2 + sex)f(~season2)",19,17537.622502706,97.9197640489656,0,725.22939
"787","~year2 + season2 * sex","~season2","~season2 + sex","Phi(~year2 + season2 * sex)p(~season2)f(~season2 + sex)",19,17537.889502706,98.1867640489654,0,725.49613
"573","~year2 + season2","~season2 + sex","~season2 + sex","Phi(~year2 + season2)p(~season2 + sex)f(~season2 + sex)",18,17539.1005906222,99.3978519651973,0,728.72984
"165","~season2","~year2 * season2","~year2 * season2 + sex","Phi(~season2)p(~year2 * season2)f(~year2 * season2 + sex)",46,17539.4277002122,99.7249615551991,0,671.95192
"156","~season2","~year2 + sex","~year2 * season2 + sex","Phi(~season2)p(~year2 + sex)f(~year2 * season2 + sex)",36,17539.4420770626,99.7393384055686,0,692.4724
"264","~season2 + sex","~year2 * season2","~year2 + season2","Phi(~season2 + sex)p(~year2 * season2)f(~year2 + season2)",37,17541.7090604595,102.006321802506,0,692.69413
"246","~season2 + sex","~year2","~year2 + season2 + sex","Phi(~season2 + sex)p(~year2)f(~year2 + season2 + sex)",27,17541.7516962025,102.048957545543,0,713.13061
"155","~season2","~year2 + sex","~year2 * season2","Phi(~season2)p(~year2 + sex)f(~year2 * season2)",35,17543.1223293051,103.419590648151,0,698.19598
"135","~season2","~time","~year2 * season2 + sex","Phi(~season2)p(~time)f(~year2 * season2 + sex)",46,17543.1247002122,103.421961555199,0,675.64899
"176","~season2","~year2 * season2 + sex","~year2 * season2","Phi(~season2)p(~year2 * season2 + sex)f(~year2 * season2)",46,17543.4987002122,103.795961555199,0,676.02309
"765","~year2 + season2 + sex","~year2 * season2 + sex","~year2 + season2","Phi(~year2 + season2 + sex)p(~year2 * season2 + sex)f(~year2 + season2)",48,17544.4617515924,104.75901293537,0,672.86994
"146","~season2","~year2","~year2 + season2 * sex","Phi(~season2)p(~year2)f(~year2 + season2 * sex)",27,17544.8416962025,105.138957545543,0,716.22049
"572","~year2 + season2","~season2 + sex","~season2","Phi(~year2 + season2)p(~season2 + sex)f(~season2)",17,17545.0058942308,105.303155573783,0,736.65691
"658","~year2 + season2 + sex","~1","~season2 + sex","Phi(~year2 + season2 + sex)p(~1)f(~season2 + sex)",17,17545.6998942308,105.997155573783,0,737.35055
"743","~year2 + season2 + sex","~year2 + sex","~year2 + season2 + sex","Phi(~year2 + season2 + sex)p(~year2 + sex)f(~year2 + season2 + sex)",38,17545.7522806169,106.049541959888,0,694.69059
"773","~year2 + season2 * sex","~1","~season2","Phi(~year2 + season2 * sex)p(~1)f(~season2)",17,17546.4698942308,106.767155573783,0,738.12073
"133","~season2","~time","~year2 + season2 * sex","Phi(~season2)p(~time)f(~year2 + season2 * sex)",38,17546.5802806169,106.87754195989,0,695.51899
"162","~season2","~year2 * season2","~year2 + season2 + sex","Phi(~season2)p(~year2 * season2)f(~year2 + season2 + sex)",37,17546.6760604595,106.973321802507,0,697.66079
"696","~year2 + season2 + sex","~sex","~season2","Phi(~year2 + season2 + sex)p(~sex)f(~season2)",17,17547.9648942308,108.262155573782,0,739.61566
"548","~year2 + season2","~1","~season2 * sex","Phi(~year2 + season2)p(~1)f(~season2 * sex)",17,17549.1608942308,109.458155573782,0,740.81201
"561","~year2 + season2","~season2","~season2 * sex","Phi(~year2 + season2)p(~season2)f(~season2 * sex)",18,17550.9835906222,111.280851965195,0,740.61296
"727","~year2 + season2 + sex","~year2","~season2","Phi(~year2 + season2 + sex)p(~year2)f(~season2)",26,17551.0140189816,111.311280324637,0,724.42581
"253","~season2 + sex","~year2 + sex","~year2 + season2","Phi(~season2 + sex)p(~year2 + sex)f(~year2 + season2)",27,17552.3336962025,112.630957545545,0,723.71315
"657","~year2 + season2 + sex","~1","~season2","Phi(~year2 + season2 + sex)p(~1)f(~season2)",16,17553.8744124362,114.171673779179,0,747.54585
"152","~season2","~year2 + sex","~year2 + season2 + sex","Phi(~season2)p(~year2 + sex)f(~year2 + season2 + sex)",27,17554.4856962025,114.782957545543,0,725.86481
"750","~year2 + season2 + sex","~year2 * season2","~season2","Phi(~year2 + season2 + sex)p(~year2 * season2)f(~season2)",37,17555.6190604595,115.916321802506,0,706.60427
"585","~year2 + season2","~sex","~season2","Phi(~year2 + season2)p(~sex)f(~season2)",16,17557.2884124362,117.58567377918,0,750.95987
"547","~year2 + season2","~1","~season2 + sex","Phi(~year2 + season2)p(~1)f(~season2 + sex)",16,17558.2124124362,118.509673779179,0,751.8836
"671","~year2 + season2 + sex","~season2","~season2 + sex","Phi(~year2 + season2 + sex)p(~season2)f(~season2 + sex)",18,17560.4485906222,120.745851965195,0,750.0781
"670","~year2 + season2 + sex","~season2","~season2","Phi(~year2 + season2 + sex)p(~season2)f(~season2)",17,17564.2168942308,124.514155573783,0,755.86824
"546","~year2 + season2","~1","~season2","Phi(~year2 + season2)p(~1)f(~season2)",15,17564.5161441441,124.813405487159,0,760.20689
"786","~year2 + season2 * sex","~season2","~season2","Phi(~year2 + season2 * sex)p(~season2)f(~season2)",18,17566.2385906222,126.535851965196,0,755.86796
"250","~season2 + sex","~year2","~year2 * season2 + sex","Phi(~season2 + sex)p(~year2)f(~year2 * season2 + sex)",36,17566.4120770626,126.70933840557,0,719.44187
"938","~year2 + sex","~time","~year2 + season2 * sex","Phi(~year2 + sex)p(~time)f(~year2 + season2 * sex)",48,17567.5077515924,127.805012935369,0,695.91625
"560","~year2 + season2","~season2","~season2 + sex","Phi(~year2 + season2)p(~season2)f(~season2 + sex)",17,17567.7788942308,128.076155573784,0,759.42979
"345","~season2 * sex","~year2","~year2 * season2 + sex","Phi(~season2 * sex)p(~year2)f(~year2 * season2 + sex)",37,17568.4520604595,128.749321802505,0,719.43684
"289","~season2 * sex","~1","~year2 * season2 + sex","Phi(~season2 * sex)p(~1)f(~year2 * season2 + sex)",27,17568.5276962025,128.824957545545,0,739.90714
"949","~year2 + sex","~time + sex","~year2 + season2 * sex","Phi(~year2 + sex)p(~time + sex)f(~year2 + season2 * sex)",49,17569.0376504854,129.33491182845,0,695.38617
"984","~year2 + sex","~year2 * season2 + sex","~year2 + season2 * sex","Phi(~year2 + sex)p(~year2 * season2 + sex)f(~year2 + season2 * sex)",49,17569.0376504854,129.33491182845,0,695.38601
"249","~season2 + sex","~year2","~year2 * season2","Phi(~season2 + sex)p(~year2)f(~year2 * season2)",35,17570.2143293051,130.511590648151,0,725.28789
"149","~season2","~year2","~year2 * season2 + sex","Phi(~season2)p(~year2)f(~year2 * season2 + sex)",35,17573.6733293051,133.97059064815,0,728.74695
"559","~year2 + season2","~season2","~season2","Phi(~year2 + season2)p(~season2)f(~season2)",16,17574.2834124362,134.580673779179,0,767.95485
"216","~season2 + sex","~season2 + sex","~year2 * season2 + sex","Phi(~season2 + sex)p(~season2 + sex)f(~year2 * season2 + sex)",28,17577.3925990353,137.689860378287,0,746.73746
"315","~season2 * sex","~season2 + sex","~year2 * season2 + sex","Phi(~season2 * sex)p(~season2 + sex)f(~year2 * season2 + sex)",29,17579.4247285887,139.721989931677,0,746.73484
"1090","~year2 * sex","~year2 * season2","~year2 * season2 + sex","Phi(~year2 * sex)p(~year2 * season2)f(~year2 * season2 + sex)",66,17579.5121637694,139.809425112453,0,670.64947
"873","~year2 + season2 * sex","~year2 * season2 + sex","~year2 + season2","Phi(~year2 + season2 * sex)p(~year2 * season2 + sex)f(~year2 + season2)",49,17579.9816504854,140.278911828449,0,706.33026
"148","~season2","~year2","~year2 * season2","Phi(~season2)p(~year2)f(~year2 * season2)",34,17580.2628160677,140.560077410668,0,737.37892
"190","~season2 + sex","~1","~year2 * season2 + sex","Phi(~season2 + sex)p(~1)f(~year2 * season2 + sex)",26,17580.6140189816,140.911280324635,0,754.02561
"215","~season2 + sex","~season2 + sex","~year2 * season2","Phi(~season2 + sex)p(~season2 + sex)f(~year2 * season2)",27,17581.3236962025,141.620957545543,0,752.70296
"314","~season2 * sex","~season2 + sex","~year2 * season2","Phi(~season2 * sex)p(~season2 + sex)f(~year2 * season2)",28,17583.3575990353,143.654860378287,0,752.70322
"856","~year2 + season2 * sex","~year2 + sex","~year2 * season2","Phi(~year2 + season2 * sex)p(~year2 + sex)f(~year2 * season2)",47,17584.0891018799,144.386363222944,0,714.55591
"114","~season2","~season2 + sex","~year2 * season2 + sex","Phi(~season2)p(~season2 + sex)f(~year2 * season2 + sex)",27,17584.7856962025,145.082957545546,0,756.16498
"983","~year2 + sex","~year2 * season2 + sex","~year2 + season2 + sex","Phi(~year2 + sex)p(~year2 * season2 + sex)f(~year2 + season2 + sex)",48,17585.3907515924,145.68801293537,0,713.79918
"514","~year2","~time + sex","~year2 + season2 * sex","Phi(~year2)p(~time + sex)f(~year2 + season2 * sex)",48,17588.0837515924,148.38101293537,0,716.49209
"541","~year2","~year2 * season2 + sex","~year2 + season2 * sex","Phi(~year2)p(~year2 * season2 + sex)f(~year2 + season2 * sex)",48,17588.0837515924,148.38101293537,0,716.49153
"145","~season2","~year2","~year2 + season2 + sex","Phi(~season2)p(~year2)f(~year2 + season2 + sex)",26,17588.3250189816,148.622280324635,0,761.73734
